ward,area_sqm,rooms,floor,building_age,distance_to_station_min,amenity_score,has_balcony,has_parking,is_remodeled,price_million_yen
Setagaya,63.07,3,7,17.0,3.1,100.0,1,0,0,179.48
Itabashi,83.04,3,30,41.2,8.9,95.9,1,0,1,113.51
Adachi,20.0,1,7,7.2,1.0,100.0,1,1,0,95.89
Ota,26.52,2,18,4.6,5.6,88.2,1,0,0,123.37
Nakano,61.07,2,17,12.7,1.6,85.0,0,1,1,121.86
Sumida,73.97,3,7,8.7,1.4,92.0,1,0,0,136.47
Shibuya,45.13,2,19,1.0,1.0,91.8,1,1,0,229.09
Sumida,72.07,2,6,25.9,18.6,36.2,1,1,0,96.85
Kita,20.87,1,11,17.6,10.4,80.3,0,1,0,78.79
Itabashi,33.85,1,15,8.0,8.5,79.6,1,0,1,109.5
Taito,42.52,2,13,2.8,1.0,100.0,1,0,0,134.8
Setagaya,47.4,1,18,14.8,8.3,78.7,1,1,1,164.91
Shinagawa,110.98,4,24,24.1,3.3,100.0,1,1,1,232.59
Kita,84.26,4,3,2.3,4.3,69.3,1,1,0,198.36
Toshima,20.0,1,9,3.5,3.5,100.0,1,1,0,148.09
Edogawa,20.0,1,21,9.6,6.5,73.1,1,0,0,83.71
Arakawa,71.4,3,21,12.6,12.7,73.5,1,1,0,116.42
Adachi,51.64,1,28,10.8,2.7,94.5,0,1,0,112.96
Nakano,49.85,1,17,6.7,1.1,99.0,0,1,0,119.96
Chuo,69.54,4,2,14.8,13.2,58.2,0,0,0,168.03
Toshima,51.12,2,29,13.5,7.1,78.3,0,1,0,148.67
Nerima,92.48,4,24,7.7,13.4,84.0,1,0,0,163.31
Nerima,99.68,5,15,17.0,21.5,69.6,1,1,0,141.44
Adachi,63.18,2,5,2.2,15.7,89.1,0,1,0,110.18
Chuo,84.26,3,7,1.3,3.9,94.2,1,1,0,203.99
Edogawa,42.9,1,2,50.0,4.5,100.0,1,0,1,62.79
Nerima,44.97,2,19,11.1,20.4,66.9,1,1,1,119.9
Nakano,47.69,1,6,15.4,1.0,99.5,0,1,0,126.84
Toshima,77.76,3,13,30.8,12.3,77.5,0,1,0,108.41
Edogawa,96.49,4,24,3.9,2.2,91.6,0,0,0,167.82
Toshima,105.78,4,8,30.7,2.7,82.0,1,1,1,161.09
Katsushika,75.34,3,27,15.3,2.9,93.5,0,1,0,142.41
Chiyoda,88.09,3,17,9.3,14.1,63.3,1,1,0,215.36
Kita,98.12,4,20,1.8,4.2,92.3,1,0,0,187.01
Suginami,71.8,4,20,11.8,29.8,43.9,1,0,0,59.18
Edogawa,98.28,4,29,8.1,1.0,91.9,1,1,0,119.09
Nerima,111.98,3,16,28.8,9.0,78.3,0,0,0,132.86
Taito,86.26,3,25,8.6,20.3,54.9,0,1,0,130.87
Shinagawa,90.87,3,2,2.8,1.0,100.0,0,1,0,176.19
Shinjuku,64.55,3,27,7.0,7.8,78.6,0,1,0,182.97
Edogawa,44.76,2,24,24.3,3.3,100.0,1,1,0,109.21
Arakawa,69.33,4,8,4.9,12.2,73.2,1,0,0,143.0
Shinagawa,89.94,3,24,1.1,30.0,34.5,1,0,0,133.3
Edogawa,31.35,1,30,7.1,16.7,66.5,1,0,1,100.48
Toshima,103.77,5,24,2.0,8.1,71.9,0,0,0,204.39
Taito,55.97,1,19,9.7,10.7,76.7,1,0,0,95.85
Shinjuku,50.82,2,14,45.7,11.2,68.6,1,1,1,103.75
Setagaya,29.16,2,9,15.6,1.4,88.7,1,1,0,134.67
Shibuya,58.52,1,27,44.3,1.2,96.3,1,0,1,191.93
Minato,53.03,2,23,15.0,4.8,100.0,1,1,1,224.04
Shinagawa,32.52,1,7,14.5,13.9,61.1,1,1,0,113.04
Suginami,67.81,3,12,13.8,9.5,91.9,0,1,1,145.63
Chuo,79.99,3,25,17.3,1.0,74.6,1,0,0,149.03
Taito,87.74,3,24,2.4,2.8,94.3,0,0,0,171.28
Adachi,126.27,4,21,11.9,17.3,81.7,1,1,0,134.76
Kita,25.69,1,4,45.6,10.7,88.1,0,0,1,35.85
Bunkyo,128.6,3,17,8.8,5.4,88.0,1,1,0,261.18
Minato,87.48,3,23,26.8,30.0,44.6,1,1,0,186.16
Katsushika,53.32,2,16,7.4,7.0,84.7,1,1,0,103.06
Nakano,89.71,3,26,0.4,3.8,93.1,1,1,0,166.63
Kita,71.79,3,24,17.1,8.8,91.9,1,1,0,134.14
Shibuya,66.93,3,30,2.2,10.7,97.6,1,1,0,214.91
Setagaya,52.86,3,22,1.7,14.8,72.4,1,0,0,186.02
Nerima,111.91,5,11,1.3,3.5,81.4,1,1,0,233.5
Shinagawa,34.97,1,21,20.7,14.5,76.2,1,1,1,100.05
Meguro,43.12,3,12,1.5,6.1,93.6,1,0,0,191.94
Chuo,113.74,5,5,2.0,1.0,83.0,1,0,0,227.6
Setagaya,69.64,3,8,4.9,1.2,100.0,0,1,0,199.74
Nakano,82.87,4,12,6.4,21.6,62.9,1,1,0,96.14
Edogawa,60.39,2,6,12.1,10.8,69.8,1,1,0,108.85
Sumida,20.0,1,25,9.2,14.9,63.8,0,0,1,79.55
Ota,68.75,3,25,0.8,14.4,83.0,0,1,0,139.54
Minato,58.41,2,30,5.7,1.0,100.0,1,0,0,229.46
Koto,100.48,4,10,14.9,4.9,100.0,0,0,1,173.25
Adachi,32.92,1,19,6.3,15.3,71.2,1,1,0,97.93
Chuo,21.01,1,7,40.4,6.9,88.5,1,1,1,90.97
Bunkyo,88.39,3,14,5.6,1.8,87.8,1,1,0,185.97
Adachi,52.72,2,4,3.8,7.7,83.7,1,0,1,119.45
Koto,81.95,3,12,8.9,13.6,77.2,1,0,0,130.04
Minato,92.81,3,14,3.1,4.7,100.0,0,1,0,247.42
Sumida,100.53,5,10,0.5,2.1,100.0,1,0,0,164.21
Chuo,20.0,2,3,15.3,15.2,72.5,1,0,0,128.71
Shinagawa,58.58,2,16,0.9,2.9,88.9,1,0,0,156.66
Minato,65.88,3,22,2.5,7.3,76.6,1,1,0,287.42
Chuo,71.16,3,16,8.2,5.6,100.0,1,1,0,209.63
Shinjuku,79.35,4,30,7.3,27.2,40.4,1,1,0,155.63
Edogawa,60.59,2,20,0.8,28.6,47.1,1,0,0,75.28
Arakawa,93.81,3,4,5.3,12.1,60.3,0,0,1,142.61
Bunkyo,69.46,3,7,33.3,4.9,88.1,1,1,0,156.8
Sumida,54.72,2,30,0.6,1.0,93.2,1,1,0,167.07
Itabashi,81.87,3,17,50.0,2.3,98.0,1,1,1,132.86
Toshima,69.42,4,23,0.8,6.3,84.2,1,0,0,183.55
Itabashi,73.32,2,3,19.6,3.5,86.7,0,0,0,113.92
Toshima,102.72,5,19,4.5,3.4,98.4,1,1,0,253.5
Meguro,71.36,2,15,11.5,9.3,86.9,1,0,1,185.98
Nakano,65.57,3,10,50.0,7.6,97.7,0,0,1,81.66
Shinagawa,67.46,3,22,23.9,3.3,100.0,1,0,1,154.1
Sumida,57.64,2,18,27.9,1.0,100.0,1,0,1,146.57
Chuo,47.29,2,9,30.3,2.2,93.1,1,1,0,160.72
Nerima,61.25,3,28,5.8,6.0,76.8,1,0,0,156.22
Chiyoda,72.36,2,28,50.0,4.2,93.2,1,1,1,185.91
Itabashi,36.69,1,23,10.3,1.0,100.0,0,0,0,108.74
Taito,65.83,3,22,17.0,1.0,100.0,0,1,0,164.09
Meguro,59.45,2,17,4.7,11.4,65.7,1,1,0,176.6
Shinjuku,35.88,1,8,1.4,11.0,69.1,0,1,0,148.97
Chuo,31.75,1,20,3.8,1.5,95.3,0,1,0,193.65
Setagaya,97.96,5,9,1.7,6.7,97.5,1,1,0,273.02
Minato,20.0,1,5,11.0,10.2,81.3,1,1,0,126.73
Shibuya,20.0,1,20,5.8,2.4,94.4,1,0,1,193.39
Nakano,91.48,4,2,34.5,7.9,78.8,1,1,0,130.56
Arakawa,54.23,2,21,30.2,5.5,89.3,0,0,1,98.98
Chuo,43.19,3,30,16.5,2.5,93.7,0,1,0,188.93
Shibuya,57.81,2,23,25.8,27.9,38.0,1,1,1,131.32
Minato,32.77,2,29,40.0,1.0,100.0,1,1,1,197.31
Shinjuku,84.62,3,3,11.6,2.4,100.0,1,1,0,191.61
Setagaya,66.48,3,10,0.9,4.5,98.9,1,0,0,174.3
Kita,89.19,4,5,6.6,9.2,79.1,1,1,0,142.12
Toshima,58.76,1,5,2.3,10.1,90.9,1,1,0,142.79
Taito,79.33,2,21,4.4,8.0,68.3,0,1,0,193.84
Toshima,109.09,4,30,21.2,7.0,81.1,0,0,1,168.15
Koto,72.17,2,14,50.0,6.2,76.9,0,1,1,71.63
Koto,57.9,2,5,33.5,9.4,91.1,1,1,1,89.4
Edogawa,35.61,1,3,13.8,3.1,98.4,1,0,0,100.02
Nerima,100.75,5,16,5.3,1.0,93.2,1,0,0,187.06
Edogawa,53.98,2,26,9.9,1.0,91.5,1,1,0,151.12
Itabashi,47.05,2,16,12.8,3.5,92.8,1,1,0,148.81
Ota,39.08,1,23,26.8,4.9,79.8,0,1,0,71.35
Nerima,86.32,3,4,3.2,5.9,80.5,1,0,0,153.54
Toshima,110.76,3,22,9.0,10.6,75.3,1,1,0,168.04
Toshima,55.17,2,22,3.9,2.0,100.0,0,1,0,93.96
Chuo,102.71,5,3,3.8,1.1,100.0,1,0,0,245.07
Shinjuku,79.61,3,7,3.7,1.0,89.1,1,1,1,226.46
Meguro,43.41,1,9,4.8,1.0,100.0,0,0,0,184.64
Shinjuku,101.34,4,25,1.5,18.3,61.8,0,1,0,197.58
Nerima,49.41,2,28,4.1,1.0,89.6,1,1,1,150.38
Chiyoda,64.59,3,30,3.6,12.2,69.1,0,0,0,162.25
Shinjuku,34.39,2,23,0.8,1.0,95.0,0,1,0,152.71
Shibuya,92.93,5,26,1.0,7.6,84.9,0,1,0,308.86
Minato,110.36,4,11,7.4,17.7,63.5,1,1,0,222.15
Setagaya,72.43,4,27,9.0,3.4,97.4,1,1,0,158.27
Koto,62.03,3,8,17.6,23.3,63.8,1,1,0,100.65
Shinagawa,47.17,1,5,19.8,2.1,99.3,0,0,1,166.74
Bunkyo,125.12,4,28,16.6,4.8,100.0,1,0,0,156.28
Taito,20.0,1,6,24.2,4.8,96.8,1,0,0,94.74
Taito,65.79,3,12,15.0,6.3,100.0,0,0,0,113.32
Adachi,133.21,4,9,2.7,4.2,93.6,1,1,0,217.97
Taito,109.86,4,18,50.0,1.5,82.6,1,0,1,161.98
Arakawa,103.17,3,9,6.0,2.3,100.0,0,0,0,194.88
Meguro,63.89,2,19,6.2,1.0,100.0,1,1,0,218.87
Toshima,54.74,1,3,15.0,18.3,53.7,0,1,0,95.64
Edogawa,67.23,4,27,1.4,22.1,71.5,1,1,0,132.69
Shinagawa,80.71,4,5,0.8,1.3,100.0,1,0,0,238.26
Ota,91.68,4,21,6.3,24.5,52.1,1,1,0,119.97
Taito,80.9,3,3,15.7,1.5,99.9,0,1,0,181.91
Bunkyo,22.88,1,22,25.5,30.0,45.7,1,1,1,77.3
Toshima,37.42,1,12,5.3,1.0,96.7,1,0,0,134.55
Arakawa,25.08,2,4,1.5,2.6,100.0,1,1,0,95.54
Bunkyo,20.0,1,16,9.0,1.0,100.0,1,0,0,137.08
Edogawa,89.37,3,20,13.2,12.8,74.7,1,1,0,138.83
Shinagawa,50.23,2,29,19.4,20.0,62.1,1,1,1,142.47
Adachi,76.59,2,30,5.5,1.0,94.9,1,1,0,141.09
Arakawa,20.0,1,16,4.5,2.2,100.0,0,1,0,100.57
Minato,20.0,2,5,3.4,10.8,77.4,0,1,0,157.63
Meguro,96.02,3,14,10.2,1.0,97.4,1,1,0,236.46
Shinagawa,96.06,3,21,1.7,3.9,80.4,1,1,0,195.4
Suginami,80.21,3,5,3.4,17.0,60.0,1,1,0,126.65
Taito,104.99,4,24,50.0,10.8,83.7,0,1,0,115.04
Shinagawa,58.83,3,12,11.7,1.0,91.2,1,0,0,174.67
Arakawa,86.47,2,8,7.8,30.0,43.2,0,0,0,72.16
Ota,74.53,2,6,11.2,6.6,82.3,1,1,0,132.27
Sumida,62.5,3,14,6.7,1.0,89.2,0,0,0,141.11
Meguro,99.15,3,29,39.2,5.3,99.8,1,1,1,178.91
Shinjuku,106.27,5,30,11.0,6.7,80.0,0,1,0,255.96
Sumida,58.53,1,14,2.9,25.0,48.1,1,1,0,83.21
Setagaya,57.36,3,16,6.6,4.4,80.0,1,1,0,186.42
Shinagawa,43.55,2,18,2.8,1.7,100.0,0,0,0,161.02
Shinjuku,134.35,4,15,50.0,17.2,74.6,1,1,0,173.55
Setagaya,67.41,4,11,6.3,18.4,64.9,1,1,0,158.93
Setagaya,32.23,1,15,28.4,6.2,95.4,1,1,0,88.55
Bunkyo,20.0,1,8,50.0,4.8,87.2,1,0,1,68.66
Minato,50.33,2,14,0.3,9.7,78.2,0,1,0,205.36
Koto,155.32,4,15,24.8,3.6,100.0,0,0,1,218.46
Shibuya,125.74,3,24,18.5,3.6,100.0,0,1,0,202.26
Ota,103.69,4,25,4.1,30.0,25.4,1,0,0,111.15
Chiyoda,64.83,3,24,1.7,8.9,68.6,1,1,0,199.97
Chiyoda,100.89,3,27,2.9,1.0,100.0,1,1,1,250.87
Chuo,74.66,2,24,35.5,6.2,91.5,1,0,1,161.01
Chiyoda,139.18,5,12,14.3,1.7,100.0,1,1,0,314.87
Bunkyo,91.47,3,3,33.4,10.6,100.0,1,1,0,151.58
Koto,106.23,4,27,15.1,1.2,100.0,1,1,1,151.31
Kita,112.28,4,16,0.9,17.6,67.2,1,0,0,184.34
Kita,58.31,1,7,8.3,3.9,93.6,1,1,0,136.74
Minato,98.0,3,5,44.2,11.6,59.1,0,1,1,224.25
Nerima,72.56,3,9,46.3,16.6,77.1,0,1,0,73.08
Bunkyo,84.76,3,27,12.0,14.7,71.0,1,1,0,140.53
Taito,121.12,4,17,4.6,9.3,73.8,1,1,0,203.34
Meguro,112.16,4,15,38.8,5.8,85.9,0,1,0,173.13
Itabashi,146.18,4,15,3.3,5.4,87.8,1,1,0,240.72
Meguro,39.95,1,21,2.1,3.7,100.0,0,0,0,160.79
Setagaya,69.57,3,4,22.1,19.7,64.9,0,1,1,143.25
Sumida,110.45,3,25,2.5,2.0,100.0,0,1,0,228.66
Chuo,57.78,2,11,39.1,1.0,96.8,1,1,1,153.21
Itabashi,79.61,3,29,4.7,5.5,89.9,0,1,0,157.92
Chiyoda,36.09,1,5,13.2,1.0,100.0,1,0,1,204.63
Bunkyo,77.03,3,2,12.9,1.3,100.0,1,1,0,157.07
Edogawa,20.0,1,1,1.2,17.0,68.1,1,0,0,59.7
Minato,58.93,2,14,6.2,10.2,81.8,0,0,0,203.56
Itabashi,42.74,3,30,7.4,19.2,60.4,1,1,0,114.5
Chuo,91.73,4,23,1.4,7.4,85.7,0,1,0,252.38
Suginami,122.18,4,19,5.5,5.9,99.9,1,1,0,239.36
Taito,85.94,3,11,25.5,6.4,100.0,1,1,0,194.9
Shinagawa,43.38,2,2,21.2,12.6,84.4,0,1,1,124.88
Meguro,29.53,1,9,2.9,2.2,92.5,1,0,0,151.07
Chuo,47.84,2,19,6.4,11.0,80.8,1,1,0,173.83
Chiyoda,96.24,3,28,2.1,15.7,72.1,1,0,0,277.03
Kita,81.26,3,3,5.6,9.5,87.1,0,1,0,100.49
Suginami,40.28,2,26,16.3,3.5,83.0,1,0,0,107.82
Shinagawa,111.78,4,14,25.6,21.3,77.6,1,0,0,160.79
Katsushika,57.09,1,6,1.4,4.6,87.5,0,0,0,152.6
Katsushika,26.92,1,29,12.0,15.6,67.1,0,1,0,69.42
Bunkyo,89.64,2,27,8.7,1.2,98.5,1,1,0,228.25
Meguro,89.97,3,28,20.7,30.0,34.2,1,1,0,148.41
Setagaya,106.76,4,9,5.1,2.6,92.9,0,0,0,193.2
Toshima,93.12,4,4,15.2,1.4,80.1,1,1,1,179.58
Meguro,63.39,3,15,5.7,10.5,68.3,1,1,0,189.06
Meguro,104.87,4,1,1.7,9.3,72.6,1,0,0,189.53
Chuo,64.29,3,17,20.2,4.4,76.1,1,0,1,174.64
Bunkyo,113.25,3,4,40.4,15.7,67.0,1,1,1,208.51
Taito,38.0,2,8,40.2,1.0,98.5,1,1,1,98.85
Ota,39.1,1,20,13.2,7.2,95.3,1,0,1,132.37
Edogawa,135.31,3,26,8.5,3.9,80.9,1,1,0,254.17
Koto,71.8,3,7,1.1,19.2,42.7,1,0,0,123.57
Shibuya,44.45,2,22,6.0,2.7,94.7,1,0,0,225.1
Suginami,73.5,4,6,1.7,14.8,91.7,1,1,0,156.34
Nakano,98.92,5,10,24.3,6.0,87.7,1,1,1,216.95
Setagaya,89.33,2,17,4.8,12.9,82.1,0,0,1,168.61
Adachi,44.48,2,27,11.4,1.0,92.6,1,1,0,160.37
Shinjuku,89.12,3,13,19.2,15.8,70.0,0,0,0,190.3
Shibuya,102.71,4,22,5.5,7.2,78.1,1,0,0,259.86
Shibuya,59.32,2,15,0.3,11.2,51.5,0,1,0,152.76
Toshima,20.44,1,17,11.4,4.1,84.9,1,1,0,137.12
Sumida,33.74,1,10,13.8,1.0,100.0,1,1,1,84.41
Katsushika,81.63,3,1,41.0,14.4,62.9,1,0,1,67.76
Toshima,66.87,4,29,4.1,2.2,100.0,1,0,0,199.37
Ota,85.14,3,29,6.4,14.5,77.4,0,1,0,183.39
Adachi,93.7,3,13,1.2,3.5,96.3,1,1,0,216.51
Koto,48.17,2,4,7.3,1.3,95.7,1,0,0,104.23
Setagaya,134.07,5,30,8.9,6.2,98.9,1,1,0,263.69
Minato,68.09,4,5,5.4,5.0,75.4,0,1,0,295.52
Toshima,20.0,1,15,17.0,12.1,78.6,0,1,0,69.44
Minato,60.3,2,14,1.2,5.6,88.9,0,1,0,270.84
Edogawa,81.73,3,20,8.5,5.3,100.0,1,0,0,182.24
Nerima,61.13,2,10,13.5,14.4,87.0,0,0,1,112.09
Nerima,83.77,3,7,0.4,2.2,93.4,1,1,0,203.51
Suginami,83.0,3,15,1.0,9.4,76.0,1,1,0,203.06
Chiyoda,72.79,2,17,9.8,1.5,100.0,1,1,0,221.98
Katsushika,88.37,3,7,20.0,11.9,80.2,1,1,0,127.48
Suginami,55.66,2,6,10.6,1.0,100.0,0,0,1,123.46
Suginami,72.25,3,20,5.1,10.7,91.8,0,1,0,206.75
Adachi,35.96,2,6,21.2,2.6,100.0,1,0,1,90.56
Nakano,48.84,2,17,50.0,1.2,100.0,1,1,1,81.92
Kita,66.54,3,8,12.3,5.3,76.1,1,1,0,137.15
Itabashi,20.0,2,15,2.2,5.8,85.8,0,1,0,98.58
Nerima,25.18,2,24,34.9,16.5,64.4,0,0,0,30.79
Suginami,58.0,3,24,29.3,6.3,79.9,1,0,1,139.57
Minato,59.9,2,14,16.3,4.6,91.8,0,0,0,157.91
Suginami,81.84,4,1,26.9,21.2,53.3,1,0,0,113.49
Taito,53.56,1,24,20.5,1.0,97.3,1,1,0,119.63
Chuo,76.28,3,13,21.3,7.5,79.5,1,0,0,133.32
Kita,85.68,4,17,44.5,14.8,66.6,0,1,0,88.28
Meguro,78.77,3,18,15.3,1.1,100.0,1,0,1,196.66
Shinjuku,95.6,4,5,50.0,6.0,78.2,0,1,0,107.86
Chuo,88.79,3,17,14.0,4.1,91.0,0,1,1,176.9
Setagaya,91.73,4,9,3.1,1.0,98.3,1,0,0,168.6
Ota,60.11,3,11,22.5,6.5,70.0,1,0,0,92.93
Katsushika,85.91,3,24,4.7,8.5,70.6,1,0,0,136.22
Ota,103.1,3,10,5.3,2.4,100.0,0,0,0,208.15
Katsushika,104.29,3,18,27.6,6.9,71.4,1,0,0,143.27
Sumida,66.73,4,15,12.3,10.7,78.9,1,0,0,102.92
Kita,102.08,4,23,9.5,5.6,92.8,1,0,0,239.15
Sumida,25.19,1,21,5.5,9.3,60.1,1,0,0,90.21
Suginami,43.03,2,26,15.9,1.3,100.0,1,0,1,202.65
Edogawa,59.96,1,27,0.3,18.2,45.7,0,0,0,98.05
Shinjuku,43.12,2,18,15.5,3.3,98.2,0,1,0,189.29
Adachi,66.95,3,11,30.8,30.0,49.7,1,1,0,44.67
Nakano,20.0,1,27,6.9,3.7,100.0,1,1,0,114.36
Bunkyo,20.0,1,10,2.3,6.3,90.6,0,0,0,123.42
Shibuya,76.34,3,1,31.5,13.4,64.2,0,0,1,172.68
Chiyoda,58.04,2,20,10.6,28.5,47.9,0,1,0,111.49
Chiyoda,94.93,5,20,3.8,5.4,68.0,1,1,0,238.36
Itabashi,97.22,5,18,6.6,7.6,97.5,1,1,0,173.06
Itabashi,63.92,4,22,10.4,14.7,80.3,1,1,0,141.91
Chiyoda,74.03,4,10,48.8,4.9,83.7,0,1,1,170.17
Shinjuku,42.34,3,17,14.9,4.8,90.8,1,1,1,135.06
Minato,26.59,1,29,33.7,20.2,72.2,0,1,0,119.67
Nakano,20.0,2,16,0.1,1.5,100.0,1,1,0,150.52
Adachi,98.37,4,12,16.9,4.3,100.0,1,1,0,168.69
Toshima,58.18,3,18,32.7,13.3,60.3,1,0,0,80.23
Arakawa,95.91,4,25,28.2,11.8,78.1,1,1,1,157.71
Taito,59.89,2,16,8.9,3.1,100.0,1,0,0,139.09
Katsushika,93.72,4,18,1.8,6.9,89.3,0,1,0,175.97
Meguro,38.28,1,16,0.7,3.5,99.8,1,0,0,152.52
Nerima,48.57,1,22,12.6,13.4,74.8,1,0,0,79.56
Sumida,84.59,3,5,5.3,3.0,93.0,1,1,0,169.52
Shibuya,80.24,4,11,50.0,5.7,100.0,1,1,1,188.21
Minato,65.67,3,3,12.2,10.8,60.7,0,1,0,190.64
Meguro,50.67,3,11,41.2,9.1,86.1,1,1,1,156.71
Nakano,108.41,4,7,0.5,6.5,89.3,1,0,0,238.79
Nakano,47.03,3,27,17.8,1.2,96.6,1,0,0,145.5
Taito,73.5,2,11,18.4,5.0,85.1,1,0,0,140.97
Taito,91.29,4,8,1.2,7.4,100.0,0,1,0,248.23
Nerima,44.18,2,2,38.2,1.1,100.0,1,1,1,98.06
Nakano,86.56,4,20,0.2,1.0,94.6,1,1,0,202.47
Katsushika,81.01,3,25,15.7,3.3,100.0,0,1,0,145.07
Meguro,102.7,5,13,40.5,8.0,78.3,0,1,1,167.99
Nakano,22.39,2,29,17.0,4.0,98.6,0,0,1,115.46
Setagaya,52.2,3,5,50.0,3.0,85.9,0,0,1,92.82
Minato,89.24,3,7,0.9,1.0,83.2,1,0,0,232.9
Ota,20.0,1,7,18.8,6.5,95.9,1,1,0,59.78
Toshima,34.23,1,18,25.2,1.0,100.0,0,1,1,129.67
Nakano,26.44,2,11,9.4,13.8,67.6,1,1,0,112.07
Suginami,37.71,2,19,10.3,4.4,76.9,0,0,0,108.74
Toshima,71.22,3,28,50.0,1.7,93.9,1,0,0,142.06
Arakawa,126.02,4,22,15.6,1.0,97.4,1,1,0,177.01
Katsushika,48.22,3,5,7.7,1.3,100.0,1,1,0,160.43
Taito,69.03,3,15,8.1,4.2,100.0,1,1,0,147.58
Toshima,56.31,2,11,16.6,10.5,91.7,1,1,0,120.04
Shibuya,115.62,3,20,1.7,4.6,79.4,1,0,0,209.71
Koto,81.79,3,13,50.0,1.0,94.0,1,0,1,117.59
Katsushika,51.98,3,17,2.4,18.8,68.7,1,0,0,115.91
Suginami,131.05,5,30,4.2,11.5,80.5,1,0,1,247.39
Bunkyo,74.62,4,19,4.5,1.0,87.4,0,0,0,146.38
Bunkyo,89.96,3,20,9.9,3.1,83.5,1,0,0,210.87
Adachi,45.99,2,2,12.3,26.0,34.3,0,1,0,54.17
Arakawa,51.51,3,25,7.8,1.0,100.0,1,0,0,138.3
Kita,57.6,2,3,11.1,4.1,100.0,0,1,0,115.29
Edogawa,82.09,3,20,20.5,1.9,100.0,0,1,1,160.63
Itabashi,51.98,2,29,31.1,15.2,62.2,1,1,0,85.54
Chiyoda,57.04,1,15,4.7,5.1,100.0,1,1,0,213.07
Shibuya,77.72,3,19,6.1,2.1,100.0,1,0,1,202.11
Adachi,20.0,1,26,4.1,1.1,95.4,1,0,0,106.02
Suginami,20.0,1,10,10.0,3.0,90.3,0,1,0,103.39
Chiyoda,103.39,3,22,29.8,4.7,88.0,1,1,1,214.28
Chiyoda,29.89,1,26,50.0,3.9,79.5,1,1,1,132.93
Nakano,78.82,2,14,7.9,2.6,90.9,1,0,0,114.81
Adachi,77.81,3,7,16.0,2.7,100.0,1,1,0,125.25
Katsushika,65.43,4,22,7.8,16.7,60.3,1,1,0,153.44
Taito,83.13,3,24,22.8,3.6,100.0,0,1,0,125.99
Itabashi,87.17,3,11,17.0,6.8,77.8,1,1,1,196.21
Koto,106.38,3,23,15.2,2.7,100.0,0,0,0,145.97
Ota,47.02,2,29,6.1,3.2,89.0,0,0,0,122.56
Katsushika,56.92,2,24,13.1,9.3,99.5,0,1,0,125.7
Meguro,33.77,1,25,5.5,1.4,100.0,0,1,0,119.64
Nerima,99.8,3,19,5.6,2.8,100.0,0,0,1,197.27
Chiyoda,78.85,4,15,13.3,6.0,76.1,0,1,1,192.61
Adachi,75.74,3,5,1.6,1.0,100.0,1,1,0,183.86
Bunkyo,93.95,4,28,24.4,10.1,81.6,0,0,1,172.73
Adachi,45.5,1,27,21.3,1.0,85.8,1,1,0,124.63
Nakano,36.53,2,4,20.3,5.7,88.4,1,0,0,90.89
Arakawa,94.21,4,29,8.7,1.0,98.2,1,1,0,161.51
Bunkyo,107.61,5,29,15.5,1.0,98.8,1,1,0,200.86
Setagaya,90.88,4,22,3.0,3.3,96.2,1,0,0,121.27
Arakawa,48.93,1,27,1.7,1.6,94.8,1,1,0,154.0
Setagaya,37.59,1,8,9.4,10.9,90.4,1,1,0,133.64
Koto,55.22,2,26,25.9,6.5,77.2,0,1,1,133.89
Setagaya,87.78,4,2,15.6,14.2,57.8,1,0,0,150.45
Taito,57.71,1,5,10.9,11.5,87.1,1,1,0,83.82
Suginami,32.73,1,18,7.4,1.5,100.0,1,1,0,107.57
Itabashi,126.68,4,13,13.6,1.0,100.0,1,0,1,236.53
Shinjuku,90.61,4,27,4.8,13.2,59.3,1,1,0,163.4
Nerima,62.68,2,12,7.2,4.8,100.0,1,0,0,140.95
Toshima,113.66,4,5,9.6,8.0,82.4,1,0,0,206.76
Shibuya,47.19,1,11,0.7,2.5,91.1,1,1,0,240.54
Nerima,43.22,2,30,20.6,1.0,81.3,1,0,1,127.35
Toshima,77.72,3,24,15.2,10.5,75.6,1,1,1,176.88
Toshima,58.17,2,23,17.4,11.4,99.0,1,0,0,128.66
Suginami,48.4,2,13,35.8,10.2,70.3,1,1,1,97.34
Shibuya,37.31,1,9,8.2,3.0,94.8,1,1,0,185.03
Chuo,70.48,2,9,30.5,6.5,88.5,1,1,1,193.73
Kita,90.27,4,22,50.0,20.5,57.7,1,0,0,74.05
Adachi,67.58,4,19,10.1,12.6,82.7,1,0,0,120.91
Adachi,126.8,4,8,50.0,1.0,83.6,1,0,0,92.06
Nakano,67.73,4,24,25.5,1.1,100.0,1,1,0,162.46
Edogawa,85.85,3,12,50.0,25.7,42.9,0,1,1,52.98
Meguro,112.17,5,21,8.2,26.9,51.0,1,1,0,194.48
Bunkyo,45.13,2,9,45.8,4.7,85.9,0,1,1,108.97
Adachi,55.38,1,26,2.6,3.0,83.7,0,0,0,125.59
Shinagawa,55.39,2,15,5.6,1.3,100.0,1,0,1,224.06
Chiyoda,78.71,3,26,10.3,11.2,56.1,1,1,0,178.82
Meguro,76.35,4,15,6.0,4.4,100.0,1,1,0,222.9
Suginami,46.94,3,28,10.5,15.1,72.6,0,1,0,112.0
Itabashi,91.19,4,10,3.8,1.0,81.8,1,1,0,165.35
Suginami,60.93,3,5,11.9,6.5,95.3,1,0,1,114.8
