ward,ward_jp,floor_area_sqm,num_rooms,building_age_years,floor_number,total_floors,distance_to_station_min,building_type,direction,has_parking,has_balcony,has_security,is_corner_unit,transaction_year,transaction_month,price_man_yen,price_per_sqm,area_per_room,relative_floor,station_category,age_category,amenity_score
suginami,杉並区,59.3,3,4.2,1,19,1.0,아파트,남,0,0,1,0,2023,1,7700,129.84822934232716,19.766666666666666,0.05263157894736842,역세권,신축,2
taito,台東区,59.0,3,10.2,2,10,3.0,빌라,남동,0,0,1,0,2023,12,5110,86.61016949152543,19.666666666666668,0.2,역세권,준신축,2
bunkyo,文京区,80.4,3,19.9,10,18,1.8,아파트,남,0,1,0,0,2021,10,10650,132.46268656716418,26.8,0.5555555555555556,역세권,중고,1
chuo,中央区,50.6,2,5.5,4,14,5.6,아파트,남,0,1,1,0,2022,12,11060,218.57707509881422,25.3,0.2857142857142857,도보권,준신축,3
chuo,中央区,70.5,4,9.1,10,13,3.2,맨션,남서,1,0,0,0,2021,10,13810,195.88652482269504,17.625,0.7692307692307693,도보권,준신축,2
suginami,杉並区,42.1,2,24.9,2,11,3.1,맨션,남서,0,1,0,0,2024,4,3840,91.21140142517814,21.05,0.18181818181818182,도보권,중고,1
minato,港区,96.7,4,9.6,5,6,7.9,아파트,서,0,1,1,0,2022,1,19750,204.23991726990693,24.175,0.8333333333333334,버스권,준신축,3
ota,大田区,59.3,3,27.0,10,13,3.2,아파트,북서,0,1,0,0,2025,7,4030,67.95952782462058,19.766666666666666,0.7692307692307693,도보권,중고,1
setagaya,世田谷区,26.4,1,0.7,9,17,15.7,맨션,남,1,1,1,0,2022,11,4190,158.71212121212122,26.4,0.5294117647058824,원거리,신축,5
meguro,目黒区,30.4,1,1.1,9,10,4.3,타워맨션,서,0,1,0,1,2024,12,7250,238.48684210526318,30.4,0.9,도보권,신축,2
koto,江東区,46.4,1,54.8,3,8,3.4,타워맨션,서,0,1,1,0,2021,6,2950,63.577586206896555,46.4,0.375,도보권,노후,3
kita,北区,28.9,2,12.7,8,8,5.5,맨션,동,0,0,1,0,2021,5,2510,86.85121107266437,14.45,1.0,도보권,준신축,2
minato,港区,87.3,5,2.7,12,13,3.7,맨션,서,0,0,1,0,2024,10,27130,310.76746849942725,17.46,0.9230769230769231,도보권,신축,2
shinjuku,新宿区,20.0,1,60.0,14,19,22.7,맨션,남서,1,1,0,1,2022,8,1920,96.0,20.0,0.7368421052631579,원거리,노후,4
chuo,中央区,50.9,2,42.4,5,5,5.2,빌라,북,0,0,0,0,2025,9,4670,91.74852652259332,25.45,1.0,도보권,노후,0
itabashi,板橋区,103.5,5,20.0,3,5,4.0,타워맨션,남동,0,0,0,0,2022,5,7480,72.27053140096618,20.7,0.6,도보권,중고,0
shinagawa,品川区,70.6,2,9.6,1,4,12.9,아파트,북동,0,1,0,0,2020,12,6960,98.58356940509915,35.3,0.25,버스권,준신축,1
chiyoda,千代田区,117.0,6,6.4,5,14,1.3,아파트,서,1,0,0,1,2024,3,31380,268.20512820512823,19.5,0.35714285714285715,역세권,준신축,3
meguro,目黒区,82.9,4,6.7,13,14,28.5,아파트,남,0,0,0,0,2021,3,9690,116.88781664656211,20.725,0.9285714285714286,원거리,준신축,0
edogawa,江戸川区,137.9,5,9.2,1,5,18.4,아파트,동,0,0,1,0,2022,5,6940,50.32632342277012,27.580000000000002,0.2,원거리,준신축,2
minato,港区,96.4,4,22.2,2,13,19.8,아파트,북서,0,1,0,0,2022,10,11860,123.02904564315352,24.1,0.15384615384615385,원거리,중고,1
chiyoda,千代田区,96.0,5,15.1,14,14,8.3,아파트,남서,0,1,0,0,2025,9,17580,183.125,19.2,1.0,버스권,중고,1
toshima,豊島区,65.4,3,6.7,4,19,1.0,타워맨션,남,1,1,1,0,2021,11,9410,143.88379204892965,21.8,0.21052631578947367,역세권,준신축,5
shinjuku,新宿区,52.8,2,5.0,7,19,1.5,맨션,남서,1,1,0,0,2024,8,9630,182.38636363636365,26.4,0.3684210526315789,역세권,신축,3
chiyoda,千代田区,52.7,2,7.9,1,16,1.1,아파트,북동,0,0,0,1,2023,10,11110,210.81593927893738,26.35,0.0625,역세권,준신축,1
shibuya,渋谷区,33.8,1,7.2,6,9,18.2,맨션,서,0,0,1,0,2025,12,5090,150.5917159763314,33.8,0.6666666666666666,원거리,준신축,2
suginami,杉並区,106.2,6,9.8,3,5,3.0,맨션,서,1,1,1,0,2021,2,12450,117.23163841807909,17.7,0.6,역세권,준신축,5
shibuya,渋谷区,48.1,2,0.2,1,17,14.5,맨션,서,0,1,0,0,2023,1,8590,178.58627858627858,24.05,0.058823529411764705,버스권,신축,1
suginami,杉並区,51.7,3,35.7,5,19,4.1,타워맨션,동,0,0,0,0,2024,5,4530,87.62088974854932,17.233333333333334,0.2631578947368421,도보권,노후,0
minato,港区,85.3,4,10.3,4,6,21.7,아파트,북서,1,1,0,1,2025,9,17160,201.1723329425557,21.325,0.6666666666666666,원거리,준신축,4
sumida,墨田区,59.7,3,44.5,5,18,1.9,맨션,북서,0,1,1,0,2023,4,3340,55.9463986599665,19.900000000000002,0.2777777777777778,역세권,노후,3
minato,港区,71.7,3,7.3,3,6,11.3,맨션,남동,1,1,1,0,2023,7,15920,222.03626220362622,23.900000000000002,0.5,버스권,준신축,5
nakano,中野区,70.2,2,5.9,4,19,1.0,맨션,남서,1,0,0,1,2025,8,10260,146.15384615384616,35.1,0.21052631578947367,역세권,준신축,3
toshima,豊島区,37.0,1,6.0,10,10,5.6,아파트,북동,0,1,1,0,2024,8,5270,142.43243243243242,37.0,1.0,도보권,준신축,3
shinagawa,品川区,52.8,2,15.3,11,12,2.7,아파트,남서,0,1,1,0,2021,6,7730,146.40151515151516,26.4,0.9166666666666666,역세권,중고,3
adachi,足立区,87.1,4,0.0,2,12,1.7,타워맨션,남동,0,0,0,1,2023,9,7810,89.66704936854191,21.775,0.16666666666666666,역세권,,1
katsushika,葛飾区,50.0,2,60.0,6,7,7.6,아파트,서,0,1,0,1,2025,7,1570,31.4,25.0,0.8571428571428571,버스권,노후,2
shinagawa,品川区,110.1,5,27.0,3,10,13.8,아파트,남,0,1,1,1,2023,5,11090,100.72661217075387,22.02,0.3,버스권,중고,4
taito,台東区,29.1,2,3.6,13,14,11.0,아파트,남서,0,1,1,0,2024,10,3750,128.86597938144328,14.55,0.9285714285714286,버스권,신축,3
meguro,目黒区,31.5,1,42.6,5,7,6.4,아파트,남,0,1,0,0,2025,8,3440,109.2063492063492,31.5,0.7142857142857143,도보권,노후,1
shinjuku,新宿区,20.0,1,17.6,10,16,5.2,빌라,남서,0,1,0,0,2021,11,2060,103.0,20.0,0.625,도보권,중고,1
bunkyo,文京区,68.2,3,7.8,1,8,5.6,맨션,남,0,1,0,0,2021,1,8770,128.59237536656892,22.733333333333334,0.125,도보권,준신축,1
katsushika,葛飾区,64.3,3,6.1,9,18,2.1,맨션,남,1,0,0,0,2021,10,4630,72.00622083981338,21.433333333333334,0.5,역세권,준신축,2
minato,港区,25.9,1,26.8,14,17,2.3,빌라,동,0,1,1,0,2022,10,5180,200.0,25.9,0.8235294117647058,역세권,중고,3
chuo,中央区,36.3,2,8.9,9,16,1.0,빌라,남,0,0,1,0,2024,4,7210,198.62258953168046,18.15,0.5625,역세권,준신축,2
itabashi,板橋区,77.5,3,22.9,7,10,8.5,아파트,북,1,1,1,0,2024,3,5140,66.3225806451613,25.833333333333332,0.7,버스권,중고,5
adachi,足立区,23.9,1,60.0,13,15,6.3,맨션,남동,0,1,0,0,2022,6,980,41.00418410041841,23.9,0.8666666666666667,도보권,노후,1
meguro,目黒区,41.3,2,39.9,3,11,7.7,맨션,북동,0,1,1,1,2023,10,3740,90.55690072639226,20.65,0.2727272727272727,버스권,노후,4
chuo,中央区,64.2,3,20.4,10,16,5.2,맨션,북서,0,1,1,0,2023,10,12310,191.74454828660436,21.400000000000002,0.625,도보권,중고,3
meguro,目黒区,53.6,2,10.6,8,17,5.0,맨션,동,1,1,0,0,2025,2,10010,186.7537313432836,26.8,0.47058823529411764,도보권,준신축,3
minato,港区,57.6,2,1.8,2,16,2.1,타워맨션,북,0,1,1,0,2021,1,20000,347.22222222222223,28.8,0.125,역세권,신축,3
arakawa,荒川区,75.2,3,9.1,5,8,30.0,빌라,동,0,1,1,0,2022,4,4150,55.18617021276596,25.066666666666666,0.625,원거리,준신축,3
chuo,中央区,57.5,2,8.7,9,16,7.3,빌라,남동,0,1,1,0,2023,7,8980,156.17391304347825,28.75,0.5625,버스권,준신축,3
shinagawa,品川区,86.3,4,29.5,3,19,10.1,타워맨션,북서,1,0,1,0,2024,8,12130,140.55619930475086,21.575,0.15789473684210525,버스권,중고,4
minato,港区,46.8,2,9.2,3,4,10.9,아파트,서,0,1,0,1,2023,8,10100,215.81196581196582,23.4,0.75,버스권,준신축,2
koto,江東区,67.4,2,17.1,9,15,1.4,아파트,남,0,1,1,0,2022,6,7710,114.39169139465875,33.7,0.6,역세권,중고,3
arakawa,荒川区,68.6,3,8.8,2,18,12.5,아파트,남,1,0,0,0,2024,3,5850,85.27696793002916,22.866666666666664,0.1111111111111111,버스권,준신축,2
koto,江東区,67.5,2,11.5,13,15,14.1,맨션,남,0,1,1,0,2021,12,6380,94.51851851851852,33.75,0.8666666666666667,버스권,준신축,3
toshima,豊島区,99.0,4,10.6,1,10,6.3,아파트,남서,0,1,1,0,2025,1,11450,115.65656565656566,24.75,0.1,도보권,준신축,3
itabashi,板橋区,65.9,2,7.9,10,11,1.0,맨션,북,1,1,1,0,2021,6,5110,77.54172989377845,32.95,0.9090909090909091,역세권,준신축,5
chiyoda,千代田区,105.2,5,10.0,12,16,13.9,아파트,동,0,1,1,0,2020,12,18910,179.7528517110266,21.04,0.75,버스권,준신축,3
minato,港区,108.5,5,32.2,6,10,4.0,맨션,남,0,0,1,1,2021,3,20070,184.97695852534562,21.7,0.6,도보권,노후,3
nakano,中野区,63.7,3,8.7,13,16,1.1,맨션,서,0,1,0,0,2023,1,7680,120.5651491365777,21.233333333333334,0.8125,역세권,준신축,1
chiyoda,千代田区,20.0,1,7.6,3,8,30.0,아파트,남,0,1,1,0,2025,2,3810,190.5,20.0,0.375,원거리,준신축,3
ota,大田区,20.0,1,17.2,4,7,24.3,아파트,남동,1,1,0,0,2023,5,1380,69.0,20.0,0.5714285714285714,원거리,중고,3
koto,江東区,46.6,2,21.0,12,13,11.5,맨션,남,0,1,1,0,2021,6,4200,90.12875536480686,23.3,0.9230769230769231,버스권,중고,3
shinagawa,品川区,77.4,2,0.0,13,15,1.1,아파트,남서,0,0,1,0,2021,5,12220,157.8811369509044,38.7,0.8666666666666667,역세권,,2
katsushika,葛飾区,92.4,4,23.2,14,17,12.3,타워맨션,남,1,1,0,0,2022,1,6670,72.18614718614718,23.1,0.8235294117647058,버스권,중고,3
nerima,練馬区,55.2,1,1.9,3,11,5.7,빌라,남서,1,1,1,0,2022,9,4540,82.2463768115942,55.2,0.2727272727272727,도보권,신축,5
minato,港区,40.0,1,30.2,10,11,4.1,타워맨션,동,0,1,1,0,2021,10,9170,229.25,40.0,0.9090909090909091,도보권,노후,3
ota,大田区,95.1,4,3.4,7,8,3.4,아파트,남동,1,0,0,0,2022,4,8380,88.11777076761304,23.775,0.875,도보권,신축,2
shinagawa,品川区,103.0,5,11.1,12,13,1.5,맨션,남서,1,0,1,0,2022,3,20360,197.66990291262135,20.6,0.9230769230769231,역세권,준신축,4
nerima,練馬区,109.3,5,2.2,2,9,1.8,아파트,남동,0,1,1,0,2023,3,10410,95.24245196706313,21.86,0.2222222222222222,역세권,신축,3
sumida,墨田区,72.2,3,24.7,10,14,5.4,맨션,북서,1,1,1,0,2021,8,6200,85.87257617728531,24.066666666666666,0.7142857142857143,도보권,중고,5
chiyoda,千代田区,20.0,1,0.6,6,16,1.0,아파트,남,0,1,1,0,2022,6,5730,286.5,20.0,0.375,역세권,신축,3
koto,江東区,47.5,3,5.4,10,14,22.9,아파트,남서,0,0,0,0,2025,12,4020,84.63157894736842,15.833333333333334,0.7142857142857143,원거리,준신축,0
toshima,豊島区,127.8,5,44.2,11,16,4.8,타워맨션,남,0,1,1,0,2021,12,11010,86.15023474178403,25.56,0.6875,도보권,노후,3
shibuya,渋谷区,57.2,3,30.5,8,12,4.2,맨션,남서,0,0,1,0,2023,7,7620,133.2167832167832,19.066666666666666,0.6666666666666666,도보권,노후,2
chuo,中央区,144.1,6,13.4,4,5,1.0,빌라,서,1,1,0,0,2025,10,30480,211.51977793199168,24.016666666666666,0.8,역세권,준신축,3
meguro,目黒区,70.4,2,19.0,3,18,6.2,빌라,남,0,1,1,1,2024,4,8890,126.27840909090908,35.2,0.16666666666666666,도보권,중고,4
minato,港区,63.7,2,11.2,6,17,3.0,맨션,남,0,1,0,0,2025,3,17320,271.8995290423862,31.85,0.35294117647058826,역세권,준신축,1
itabashi,板橋区,85.8,3,30.1,9,10,30.0,타워맨션,남,1,1,0,0,2024,4,7260,84.61538461538461,28.599999999999998,0.9,원거리,노후,3
shibuya,渋谷区,109.0,5,14.0,12,17,25.9,아파트,서,0,1,0,1,2021,2,14620,134.12844036697248,21.8,0.7058823529411765,원거리,준신축,2
itabashi,板橋区,56.5,2,3.3,9,11,1.6,빌라,서,1,1,0,0,2024,12,4760,84.24778761061947,28.25,0.8181818181818182,역세권,신축,3
edogawa,江戸川区,59.7,3,15.6,6,19,30.0,맨션,남서,1,1,1,0,2025,1,3910,65.49413735343383,19.900000000000002,0.3157894736842105,원거리,중고,5
koto,江東区,107.8,5,6.3,10,12,4.8,맨션,동,0,0,0,1,2025,4,12770,118.46011131725417,21.56,0.8333333333333334,도보권,준신축,1
chuo,中央区,49.6,2,15.5,13,18,2.5,맨션,북,1,0,1,0,2021,9,10780,217.33870967741936,24.8,0.7222222222222222,역세권,중고,4
kita,北区,85.2,4,18.3,4,19,4.4,맨션,북동,0,1,1,0,2021,11,6210,72.88732394366197,21.3,0.21052631578947367,도보권,중고,3
arakawa,荒川区,75.1,3,6.2,14,18,3.1,타워맨션,남,1,1,0,0,2023,2,7870,104.79360852197071,25.03333333333333,0.7777777777777778,도보권,준신축,3
koto,江東区,62.0,2,3.4,13,18,5.0,아파트,남서,0,1,1,0,2022,12,6140,99.03225806451613,31.0,0.7222222222222222,도보권,신축,3
nakano,中野区,49.7,3,7.0,10,14,8.0,맨션,남,0,1,1,0,2024,12,6140,123.54124748490945,16.566666666666666,0.7142857142857143,버스권,준신축,3
shibuya,渋谷区,61.7,4,0.7,2,8,1.9,아파트,남,0,1,0,0,2023,5,13930,225.76985413290112,15.425,0.25,역세권,신축,1
toshima,豊島区,87.6,4,1.9,3,8,7.7,맨션,남서,0,1,0,1,2023,11,10980,125.34246575342466,21.9,0.375,버스권,신축,2
shibuya,渋谷区,56.3,2,30.6,13,19,2.6,아파트,남서,1,0,0,0,2024,4,10280,182.59325044404974,28.15,0.6842105263157895,역세권,노후,2
katsushika,葛飾区,66.1,3,8.9,8,19,13.7,타워맨션,남,0,0,0,0,2025,3,5580,84.41754916792739,22.03333333333333,0.42105263157894735,버스권,준신축,0
minato,港区,91.3,3,6.2,13,13,3.2,맨션,남,0,1,0,0,2022,1,29470,322.7820372398686,30.433333333333334,1.0,도보권,준신축,1
chuo,中央区,60.2,3,30.6,2,13,8.3,아파트,동,0,1,1,0,2023,11,7180,119.26910299003322,20.066666666666666,0.15384615384615385,버스권,노후,3
ota,大田区,22.8,1,3.3,10,18,14.2,타워맨션,남,0,1,1,0,2022,3,2960,129.82456140350877,22.8,0.5555555555555556,버스권,신축,3
shinagawa,品川区,60.8,3,4.8,4,10,15.3,맨션,남,0,0,0,1,2023,9,8720,143.42105263157896,20.266666666666666,0.4,원거리,신축,1
shibuya,渋谷区,120.7,5,14.5,14,17,9.8,타워맨션,동,0,1,0,0,2021,11,24400,202.15410107705054,24.14,0.8235294117647058,버스권,준신축,1
nakano,中野区,24.7,1,16.2,6,18,3.8,아파트,남,1,1,0,1,2023,3,2980,120.64777327935224,24.7,0.3333333333333333,도보권,중고,4
nakano,中野区,101.0,5,16.7,2,7,4.2,맨션,남,0,1,0,0,2021,8,9690,95.94059405940594,20.2,0.2857142857142857,도보권,중고,1
chiyoda,千代田区,45.0,3,15.0,2,17,8.3,타워맨션,남,0,1,1,1,2023,9,11990,266.44444444444446,15.0,0.11764705882352941,버스권,준신축,4
meguro,目黒区,92.9,4,12.8,9,18,5.1,아파트,남,1,0,1,0,2021,5,15900,171.1517761033369,23.225,0.5,도보권,준신축,4
setagaya,世田谷区,120.9,6,4.4,5,10,1.4,아파트,남,0,1,0,0,2022,6,18130,149.9586435070306,20.150000000000002,0.5,역세권,신축,1
arakawa,荒川区,93.6,4,13.2,2,8,15.4,맨션,남,1,1,0,0,2024,11,6070,64.85042735042735,23.4,0.25,원거리,준신축,3
shinagawa,品川区,57.5,3,28.5,5,6,11.1,맨션,북,0,1,0,0,2023,10,5550,96.52173913043478,19.166666666666668,0.8333333333333334,버스권,중고,1
arakawa,荒川区,37.8,1,10.6,1,4,2.6,아파트,남,1,0,0,0,2024,8,2860,75.66137566137567,37.8,0.25,역세권,준신축,2
shinagawa,品川区,70.5,3,22.9,13,13,3.0,아파트,북동,0,0,1,0,2023,5,9050,128.36879432624113,23.5,1.0,역세권,중고,2
taito,台東区,30.4,1,10.8,7,15,3.6,빌라,북동,0,1,1,1,2024,3,2890,95.06578947368422,30.4,0.4666666666666667,도보권,준신축,4
suginami,杉並区,52.7,2,31.6,1,10,3.9,빌라,남,1,1,0,1,2021,4,3350,63.5673624288425,26.35,0.1,도보권,노후,4
setagaya,世田谷区,92.2,4,18.1,13,18,11.8,아파트,서,0,0,1,0,2021,1,9060,98.2646420824295,23.05,0.7222222222222222,버스권,중고,2
kita,北区,87.2,3,4.0,12,18,8.4,맨션,남동,0,1,1,1,2023,3,8950,102.63761467889908,29.066666666666666,0.6666666666666666,버스권,신축,4
toshima,豊島区,100.7,5,4.3,3,6,1.1,아파트,서,0,0,1,0,2025,1,12480,123.93247269116186,20.14,0.5,역세권,신축,2
shibuya,渋谷区,53.8,3,42.3,10,15,2.3,맨션,북동,0,1,0,0,2025,2,6350,118.02973977695167,17.933333333333334,0.6666666666666666,역세권,노후,1
chiyoda,千代田区,69.6,3,6.0,4,9,1.1,아파트,남,1,1,1,0,2023,5,20060,288.21839080459773,23.2,0.4444444444444444,역세권,준신축,5
suginami,杉並区,54.3,2,27.8,2,6,4.3,타워맨션,동,1,1,1,0,2023,5,6020,110.86556169429099,27.15,0.3333333333333333,도보권,중고,5
minato,港区,101.0,5,29.7,7,15,18.2,타워맨션,북동,1,0,0,0,2023,8,19510,193.16831683168317,20.2,0.4666666666666667,원거리,중고,2
shinagawa,品川区,66.8,2,2.2,3,19,13.3,아파트,동,0,0,1,0,2021,9,9360,140.11976047904193,33.4,0.15789473684210525,버스권,신축,2
meguro,目黒区,67.3,3,5.5,7,18,1.6,맨션,동,1,1,0,0,2021,11,12830,190.63893016344727,22.433333333333334,0.3888888888888889,역세권,준신축,3
bunkyo,文京区,96.8,5,10.7,3,3,14.4,맨션,서,0,1,1,0,2022,11,11040,114.04958677685951,19.36,1.0,버스권,준신축,3
ota,大田区,70.4,3,13.6,13,18,8.4,아파트,서,1,0,1,0,2021,4,4870,69.17613636363636,23.46666666666667,0.7222222222222222,버스권,준신축,4
suginami,杉並区,86.5,3,4.6,6,7,6.1,아파트,남동,0,1,1,0,2025,7,10510,121.5028901734104,28.833333333333332,0.8571428571428571,도보권,신축,3
kita,北区,53.3,2,0.8,12,19,2.7,타워맨션,남,1,1,1,1,2023,5,8930,167.5422138836773,26.65,0.631578947368421,역세권,신축,6
shibuya,渋谷区,117.9,5,4.2,2,11,7.6,빌라,남동,0,0,1,0,2022,7,16230,137.6590330788804,23.580000000000002,0.18181818181818182,버스권,신축,2
sumida,墨田区,36.5,1,3.2,8,16,1.1,빌라,서,0,0,1,0,2024,1,3100,84.93150684931507,36.5,0.5,역세권,신축,2
sumida,墨田区,57.7,3,11.4,1,11,19.4,빌라,남,0,1,0,0,2024,1,4090,70.88388214904678,19.233333333333334,0.09090909090909091,원거리,준신축,1
setagaya,世田谷区,87.3,3,26.2,5,15,8.1,아파트,남서,0,1,1,0,2024,3,7880,90.26345933562429,29.099999999999998,0.3333333333333333,버스권,중고,3
kita,北区,38.8,2,30.4,9,17,6.7,맨션,북동,1,1,1,0,2021,6,2470,63.659793814432994,19.4,0.5294117647058824,도보권,노후,5
koto,江東区,99.3,5,7.7,4,15,6.0,타워맨션,남,0,1,0,0,2021,1,12080,121.6515609264854,19.86,0.26666666666666666,도보권,준신축,1
setagaya,世田谷区,50.9,2,0.3,12,18,5.6,아파트,동,0,1,0,1,2025,3,8080,158.74263261296662,25.45,0.6666666666666666,도보권,신축,2
kita,北区,96.7,4,24.3,8,10,16.5,아파트,서,1,0,1,0,2025,5,5130,53.0506721820062,24.175,0.8,원거리,중고,4
bunkyo,文京区,52.9,2,26.9,10,12,2.3,타워맨션,남서,0,0,1,0,2021,8,7370,139.31947069943288,26.45,0.8333333333333334,역세권,중고,2
toshima,豊島区,96.9,4,5.6,6,9,4.6,타워맨션,남동,1,1,1,0,2022,3,19290,199.07120743034054,24.225,0.6666666666666666,도보권,준신축,5
chuo,中央区,63.6,2,4.1,7,8,8.0,아파트,서,1,1,1,1,2022,3,14850,233.49056603773585,31.8,0.875,버스권,신축,6
chiyoda,千代田区,89.6,3,1.4,8,14,3.9,아파트,남서,0,1,0,0,2021,8,19350,215.95982142857144,29.866666666666664,0.5714285714285714,도보권,신축,1
minato,港区,71.1,3,3.8,5,16,5.9,아파트,북동,0,0,1,0,2023,8,18340,257.94655414908584,23.7,0.3125,도보권,신축,2
edogawa,江戸川区,50.8,3,9.6,14,14,12.8,맨션,남,1,0,0,0,2025,1,3390,66.73228346456693,16.933333333333334,1.0,버스권,준신축,2
chuo,中央区,63.3,3,3.9,1,2,4.9,아파트,남,0,1,0,0,2022,2,12930,204.26540284360192,21.099999999999998,0.5,도보권,신축,1
taito,台東区,75.5,2,34.2,9,18,3.2,아파트,북,0,0,1,0,2025,5,4970,65.82781456953643,37.75,0.5,도보권,노후,2
shinagawa,品川区,104.0,3,14.7,4,6,12.0,빌라,남,0,1,0,1,2025,7,13400,128.84615384615384,34.666666666666664,0.6666666666666666,버스권,준신축,2
shinagawa,品川区,85.5,5,23.2,4,6,13.3,맨션,남,0,1,1,0,2024,7,11410,133.45029239766083,17.1,0.6666666666666666,버스권,중고,3
minato,港区,45.9,1,9.2,13,19,5.0,맨션,남동,0,1,0,1,2022,12,13960,304.1394335511983,45.9,0.6842105263157895,도보권,준신축,2
adachi,足立区,75.3,3,1.1,14,15,1.7,아파트,남동,0,0,0,0,2024,1,4910,65.20584329349269,25.099999999999998,0.9333333333333333,역세권,신축,0
shibuya,渋谷区,54.9,1,50.2,10,19,13.4,맨션,북서,1,0,0,0,2025,7,5970,108.74316939890711,54.9,0.5263157894736842,버스권,노후,2
chiyoda,千代田区,48.1,2,13.6,2,6,6.8,맨션,북서,0,1,0,0,2024,4,9940,206.65280665280665,24.05,0.3333333333333333,도보권,준신축,1
shinagawa,品川区,56.7,3,0.5,1,5,9.9,아파트,동,1,1,1,0,2022,6,9510,167.72486772486772,18.900000000000002,0.2,버스권,신축,5
chuo,中央区,47.7,3,9.3,2,9,8.3,맨션,남서,0,0,0,0,2024,3,9290,194.75890985324946,15.9,0.2222222222222222,버스권,준신축,0
setagaya,世田谷区,37.1,1,6.9,13,18,12.6,아파트,남,0,1,0,0,2022,6,4270,115.0943396226415,37.1,0.7222222222222222,버스권,준신축,1
meguro,目黒区,44.7,1,20.6,5,13,4.7,맨션,남서,0,0,0,0,2021,12,5820,130.2013422818792,44.7,0.38461538461538464,도보권,중고,0
taito,台東区,46.3,2,5.4,7,16,3.3,맨션,북,0,1,0,0,2021,1,4700,101.51187904967603,23.15,0.4375,도보권,준신축,1
katsushika,葛飾区,72.5,3,29.5,14,15,15.5,아파트,남,0,1,1,0,2023,6,3140,43.310344827586206,24.166666666666668,0.9333333333333333,원거리,중고,3
adachi,足立区,65.9,2,0.6,13,15,1.2,아파트,북서,0,0,1,0,2022,2,4250,64.4916540212443,32.95,0.8666666666666667,역세권,신축,2
shibuya,渋谷区,66.7,3,2.4,10,10,10.4,빌라,남동,0,1,0,0,2022,7,9940,149.0254872563718,22.233333333333334,1.0,버스권,신축,1
taito,台東区,54.6,3,17.6,7,18,7.2,빌라,남,0,1,0,0,2024,2,4540,83.15018315018315,18.2,0.3888888888888889,버스권,중고,1
kita,北区,60.0,2,30.1,4,16,4.3,아파트,남동,1,0,1,0,2021,10,3130,52.166666666666664,30.0,0.25,도보권,노후,4
kita,北区,64.6,3,11.6,11,15,2.6,맨션,남,0,1,1,0,2022,4,7090,109.75232198142416,21.53333333333333,0.7333333333333333,역세권,준신축,3
ota,大田区,94.7,3,30.8,7,19,1.6,빌라,동,0,1,0,1,2021,4,5720,60.401267159450896,31.566666666666666,0.3684210526315789,역세권,노후,2
taito,台東区,77.1,3,14.2,4,8,8.9,아파트,서,0,1,0,0,2024,3,7880,102.20492866407264,25.7,0.5,버스권,준신축,1
bunkyo,文京区,87.3,4,36.9,9,11,3.4,아파트,서,0,1,1,0,2023,3,7000,80.18327605956472,21.825,0.8181818181818182,도보권,노후,3
